# N c mu sigma av_time av_div error_av_div samples_div nsamples prob_div error_prob av_m error_av_m
8192 707 700 0 17.058100 0.000000 0.000000 0 10000 0.000000 0.000000 0.694420 0.000030
8192 707 700 150 19.357700 0.000600 0.000424 2 10000 0.000200 0.000141 0.696076 0.000030
8192 707 900 0 26.027600 0.000000 0.000000 0 10000 0.000000 0.000000 0.654617 0.000034
8192 707 950 0 40.260600 0.000000 0.000000 0 10000 0.000000 0.000000 0.645781 0.000035
8192 707 1050 0 1464.595800 0.725800 0.022059 1454 10000 0.145400 0.003525 0.637299 0.000036
8192 707 1100 0 1464.595800 0.726000 0.022062 1454 10000 0.145400 0.003525 0.637299 0.000036
8192 707 1500 0 1464.595200 0.726000 0.022062 1454 10000 0.145400 0.003525 0.637299 0.000036
8192 761 700 0 18.265700 0.000000 0.000000 0 10000 0.000000 0.000000 0.679795 0.000030
8192 761 700 150 18.799200 0.000000 0.000000 0 10000 0.000000 0.000000 0.681578 0.000031
8192 761 900 0 29.131900 0.000400 0.000400 1 10000 0.000100 0.000100 0.639865 0.000034
8192 761 950 0 44.973200 0.000400 0.000400 1 10000 0.000100 0.000100 0.631060 0.000035
8192 761 1050 0 1627.954600 0.850600 0.025161 1617 10000 0.161700 0.003682 0.622622 0.000037
8192 761 1100 0 1627.954600 0.850600 0.025161 1617 10000 0.161700 0.003682 0.622622 0.000037
8192 761 1500 0 1627.954200 0.850600 0.025161 1617 10000 0.161700 0.003682 0.622622 0.000037
8192 815 700 0 19.370100 0.000000 0.000000 0 10000 0.000000 0.000000 0.665902 0.000030
8192 815 700 150 19.976600 0.000000 0.000000 0 10000 0.000000 0.000000 0.667816 0.000030
8192 815 900 0 29.539100 0.000000 0.000000 0 10000 0.000000 0.000000 0.625960 0.000033
8192 815 950 0 45.943300 0.000000 0.000000 0 10000 0.000000 0.000000 0.617212 0.000034
8192 815 1050 0 1682.386600 0.929200 0.026932 1671 10000 0.167100 0.003731 0.608845 0.000036
8192 815 1100 0 1682.386600 0.929200 0.026932 1671 10000 0.167100 0.003731 0.608845 0.000036
8192 815 1500 0 1682.386200 0.929200 0.026932 1671 10000 0.167100 0.003731 0.608845 0.000036
8192 870 700 0 20.613300 0.000000 0.000000 0 10000 0.000000 0.000000 0.652414 0.000030
8192 870 700 150 22.258000 0.000400 0.000400 1 10000 0.000100 0.000100 0.654450 0.000030
8192 870 900 0 33.036200 0.001000 0.001000 1 10000 0.000100 0.000100 0.612542 0.000033
8192 870 950 0 51.412300 0.001000 0.001000 1 10000 0.000100 0.000100 0.603867 0.000034
8192 870 1050 0 1892.661800 1.107300 0.030126 1881 10000 0.188100 0.003908 0.595577 0.000036
8192 870 1100 0 1892.662000 1.107300 0.030126 1881 10000 0.188100 0.003908 0.595577 0.000036
8192 870 1500 0 1894.658100 1.108000 0.030127 1883 10000 0.188300 0.003910 0.595577 0.000036
8192 924 700 0 21.845000 0.000000 0.000000 0 10000 0.000000 0.000000 0.639792 0.000030
8192 924 700 150 25.799400 0.001600 0.000980 3 10000 0.000300 0.000173 0.641929 0.000030
8192 924 900 0 36.523800 0.002500 0.002138 2 10000 0.000200 0.000141 0.600080 0.000033
8192 924 950 0 57.053300 0.002500 0.002138 2 10000 0.000200 0.000141 0.591497 0.000034
8192 924 1050 0 2147.823900 1.399300 0.036266 2136 10000 0.213600 0.004098 0.583300 0.000036
8192 924 1100 0 2147.823700 1.399300 0.036266 2136 10000 0.213600 0.004098 0.583300 0.000036
8192 924 1500 0 2147.823400 1.399300 0.036266 2136 10000 0.213600 0.004098 0.583300 0.000036
8192 979 700 0 23.150700 0.000000 0.000000 0 10000 0.000000 0.000000 0.627498 0.000029
8192 979 700 150 25.074500 0.000200 0.000200 1 10000 0.000100 0.000100 0.629747 0.000030
8192 979 900 0 39.669300 0.004800 0.002839 3 10000 0.000300 0.000173 0.588016 0.000032
8192 979 950 0 61.579100 0.004800 0.002839 3 10000 0.000300 0.000173 0.579544 0.000034
8192 979 1050 0 2248.260300 1.602400 0.041610 2236 10000 0.223600 0.004167 0.571459 0.000035
8192 979 1100 0 2247.265900 1.602200 0.041610 2235 10000 0.223500 0.004166 0.571459 0.000035
8192 979 1500 0 2248.254500 1.602500 0.041610 2236 10000 0.223600 0.004167 0.571459 0.000035
8192 1033 700 0 24.442800 0.000000 0.000000 0 10000 0.000000 0.000000 0.615956 0.000029
8192 1033 700 150 26.523300 0.001300 0.001300 1 10000 0.000100 0.000100 0.618291 0.000030
8192 1033 900 0 42.419800 0.003800 0.002328 3 10000 0.000300 0.000173 0.576728 0.000032
8192 1033 950 0 65.787100 0.002800 0.002102 2 10000 0.000200 0.000141 0.568366 0.000034
8192 1033 1050 0 2509.360400 1.955400 0.048104 2497 10000 0.249700 0.004328 0.560383 0.000035
8192 1033 1100 0 2509.360600 1.956200 0.048120 2497 10000 0.249700 0.004328 0.560383 0.000035
8192 1033 1500 0 2510.352500 1.956600 0.048120 2498 10000 0.249800 0.004329 0.560383 0.000035
8192 1087 700 0 25.678100 0.000000 0.000000 0 10000 0.000000 0.000000 0.604928 0.000029
8192 1087 700 150 26.992700 0.000000 0.000000 0 10000 0.000000 0.000000 0.607349 0.000029
8192 1087 900 0 44.512600 0.006900 0.004035 3 10000 0.000300 0.000173 0.566011 0.000032
8192 1087 950 0 70.169100 0.008600 0.005029 3 10000 0.000300 0.000173 0.557774 0.000033
8192 1087 1050 0 2645.730800 2.206100 0.052194 2633 10000 0.263300 0.004404 0.549914 0.000035
8192 1087 1100 0 2647.720600 2.209800 0.052255 2635 10000 0.263500 0.004405 0.549914 0.000035
8192 1087 1500 0 2647.718400 2.209800 0.052255 2635 10000 0.263500 0.004405 0.549914 0.000035
8192 1142 700 0 26.952400 0.000000 0.000000 0 10000 0.000000 0.000000 0.594121 0.000029
8192 1142 700 150 28.563100 0.000000 0.000000 0 10000 0.000000 0.000000 0.596635 0.000029
8192 1142 900 0 49.027900 0.012600 0.007069 4 10000 0.000400 0.000200 0.555549 0.000032
8192 1142 950 0 78.087000 0.012300 0.006968 4 10000 0.000400 0.000200 0.547448 0.000033
8192 1142 1050 0 3017.648200 2.634100 0.059736 3005 10000 0.300500 0.004585 0.539715 0.000035
8192 1142 1100 0 3018.644000 2.633900 0.059741 3006 10000 0.300600 0.004585 0.539715 0.000035
8192 1142 1500 0 3020.630800 2.635500 0.059749 3008 10000 0.300800 0.004586 0.539714 0.000035
8192 1196 700 0 28.012700 0.000000 0.000000 0 10000 0.000000 0.000000 0.583960 0.000028
8192 1196 700 150 30.688200 0.001800 0.001800 1 10000 0.000100 0.000100 0.586550 0.000029
8192 1196 900 0 53.657700 0.011600 0.005461 7 10000 0.000700 0.000264 0.545755 0.000031
8192 1196 950 0 83.569700 0.011600 0.005461 7 10000 0.000700 0.000264 0.537791 0.000032
8192 1196 1050 0 3117.098100 2.991700 0.066188 3104 10000 0.310400 0.004627 0.530186 0.000034
8192 1196 1100 0 3121.078100 2.997400 0.066272 3108 10000 0.310800 0.004628 0.530186 0.000034
8192 1196 1500 0 3123.053500 2.999000 0.066284 3110 10000 0.311000 0.004629 0.530186 0.000034
8192 1250 700 0 29.179200 0.000000 0.000000 0 10000 0.000000 0.000000 0.574175 0.000028
8192 1250 700 150 31.017400 0.000000 0.000000 0 10000 0.000000 0.000000 0.576830 0.000029
8192 1250 900 0 55.239100 0.020800 0.008989 6 10000 0.000600 0.000245 0.536356 0.000031
8192 1250 950 0 89.486200 0.030900 0.011063 9 10000 0.000900 0.000300 0.528538 0.000032
8192 1250 1050 0 3252.414100 3.421900 0.074180 3239 10000 0.323900 0.004680 0.521069 0.000034
8192 1250 1100 0 3255.396500 3.431900 0.074388 3242 10000 0.324200 0.004681 0.521068 0.000034
8192 1250 1500 0 3258.383300 3.433600 0.074401 3245 10000 0.324500 0.004682 0.521068 0.000034
8192 1305 700 0 30.267000 0.000000 0.000000 0 10000 0.000000 0.000000 0.564599 0.000028
8192 1305 700 150 33.168600 0.003600 0.003600 1 10000 0.000100 0.000100 0.567320 0.000029
8192 1305 900 0 57.951200 0.008200 0.003422 6 10000 0.000600 0.000245 0.527171 0.000031
8192 1305 950 0 93.399900 0.024900 0.010908 8 10000 0.000800 0.000283 0.519495 0.000032
8192 1305 1050 0 3525.436900 3.962100 0.084683 3512 10000 0.351200 0.004773 0.512146 0.000034
8192 1305 1100 0 3525.436200 3.965700 0.084725 3512 10000 0.351200 0.004773 0.512146 0.000034
8192 1305 1500 0 3527.417100 3.968200 0.084817 3514 10000 0.351400 0.004774 0.512146 0.000034
8192 1359 700 0 31.385400 0.000000 0.000000 0 10000 0.000000 0.000000 0.555561 0.000028
8192 1359 700 150 33.710300 0.000000 0.000000 0 10000 0.000000 0.000000 0.558339 0.000028
8192 1359 900 0 73.502200 0.072800 0.019539 19 10000 0.001900 0.000435 0.518551 0.000030
8192 1359 950 0 114.920500 0.096000 0.022083 25 10000 0.002500 0.000499 0.511026 0.000031
8192 1359 1050 0 3750.587800 4.565600 0.094752 3737 10000 0.373700 0.004838 0.503809 0.000033
8192 1359 1100 0 3751.580000 4.562600 0.094722 3738 10000 0.373800 0.004838 0.503809 0.000033
8192 1359 1500 0 3754.563100 4.565000 0.094744 3741 10000 0.374100 0.004839 0.503809 0.000033
8192 1414 700 0 32.501600 0.000000 0.000000 0 10000 0.000000 0.000000 0.546693 0.000027
8192 1414 700 150 36.181800 0.000400 0.000400 1 10000 0.000100 0.000100 0.549527 0.000028
8192 1414 900 0 66.269300 0.034600 0.015896 9 10000 0.000900 0.000300 0.510092 0.000030
8192 1414 950 0 105.493500 0.035600 0.015328 10 10000 0.001000 0.000316 0.502718 0.000031
8192 1414 1050 0 3972.691500 5.616700 0.114688 3959 10000 0.395900 0.004890 0.495604 0.000033
8192 1414 1100 0 3977.665600 5.628900 0.114953 3964 10000 0.396400 0.004891 0.495603 0.000033
8192 1414 1500 0 3982.631700 5.637000 0.115017 3969 10000 0.396900 0.004893 0.495603 0.000033
8192 1468 700 0 33.663800 0.000000 0.000000 0 10000 0.000000 0.000000 0.538307 0.000027
8192 1468 700 150 38.661300 0.003600 0.002642 2 10000 0.000200 0.000141 0.541195 0.000028
8192 1468 900 0 76.195200 0.063100 0.018215 16 10000 0.001600 0.000400 0.502155 0.000030
8192 1468 950 0 120.861200 0.069100 0.017435 21 10000 0.002100 0.000458 0.494939 0.000031
8192 1468 1050 0 4207.779000 6.356600 0.127659 4194 10000 0.419400 0.004935 0.487957 0.000033
8192 1468 1100 0 4215.739600 6.370500 0.127687 4202 10000 0.420200 0.004936 0.487957 0.000033
8192 1468 1500 0 4220.714800 6.381700 0.127743 4207 10000 0.420700 0.004937 0.487956 0.000033
8192 1522 700 0 34.935600 0.000000 0.000000 0 10000 0.000000 0.000000 0.530187 0.000027
8192 1522 700 150 39.850200 0.003400 0.002506 2 10000 0.000200 0.000141 0.533125 0.000027
8192 1522 900 0 81.861900 0.076400 0.020686 19 10000 0.001900 0.000435 0.494441 0.000029
8192 1522 950 0 132.518500 0.136700 0.031440 28 10000 0.002800 0.000528 0.487371 0.000030
8192 1522 1050 0 4455.857500 7.729500 0.146992 4442 10000 0.444200 0.004969 0.480468 0.000033
8192 1522 1100 0 4456.850700 7.737700 0.147118 4443 10000 0.444300 0.004969 0.480467 0.000033
8192 1522 1500 0 4463.800700 7.747600 0.147116 4450 10000 0.445000 0.004970 0.480467 0.000033
8192 1577 700 0 36.421800 0.000000 0.000000 0 10000 0.000000 0.000000 0.522246 0.000027
8192 1577 700 150 40.347000 0.010400 0.010399 1 10000 0.000100 0.000100 0.525222 0.000027
8192 1577 900 0 86.382600 0.107000 0.032209 20 10000 0.002000 0.000447 0.486938 0.000029
8192 1577 950 0 146.333400 0.233700 0.047015 37 10000 0.003700 0.000607 0.480025 0.000030
8192 1577 1050 0 4713.889800 8.618500 0.160266 4700 10000 0.470000 0.004991 0.473245 0.000033
8192 1577 1100 0 4718.869500 8.634300 0.160446 4705 10000 0.470500 0.004991 0.473244 0.000033
8192 1577 1500 0 4730.791700 8.658800 0.160967 4717 10000 0.471700 0.004992 0.473242 0.000033
8192 1631 700 0 38.032900 0.000000 0.000000 0 10000 0.000000 0.000000 0.514679 0.000026
8192 1631 700 150 44.185800 0.010400 0.008782 3 10000 0.000300 0.000173 0.517693 0.000027
8192 1631 900 0 95.815800 0.189300 0.051313 27 10000 0.002700 0.000519 0.479791 0.000029
8192 1631 950 0 161.994400 0.414700 0.073854 49 10000 0.004900 0.000698 0.473029 0.000030
8192 1631 1050 0 4793.380300 9.821000 0.185664 4779 10000 0.477900 0.004995 0.466350 0.000034
8192 1631 1100 0 4794.374100 9.829300 0.185766 4780 10000 0.478000 0.004995 0.466349 0.000034
8192 1631 1500 0 4803.312400 9.846000 0.185881 4789 10000 0.478900 0.004996 0.466348 0.000034
8192 1685 700 0 39.910200 0.000000 0.000000 0 10000 0.000000 0.000000 0.507349 0.000026
8192 1685 700 150 46.581100 0.023200 0.016998 4 10000 0.000400 0.000200 0.510392 0.000027
8192 1685 900 0 108.245500 0.221100 0.048458 36 10000 0.003600 0.000599 0.472878 0.000028
8192 1685 950 0 194.910700 0.652800 0.093850 76 10000 0.007600 0.000868 0.466266 0.000029
8192 1685 1050 0 5141.046500 12.234100 0.223796 5127 10000 0.512700 0.004998 0.459618 0.000034
8192 1685 1100 0 5149.011500 12.255600 0.223945 5135 10000 0.513500 0.004998 0.459616 0.000034
8192 1685 1500 0 5161.948500 12.290900 0.224282 5148 10000 0.514800 0.004998 0.459614 0.000034
8192 1740 700 0 41.906600 0.000000 0.000000 0 10000 0.000000 0.000000 0.500146 0.000026
8192 1740 700 150 50.491600 0.035800 0.023469 6 10000 0.000600 0.000245 0.503214 0.000026
8192 1740 900 0 118.485700 0.298800 0.059675 42 10000 0.004200 0.000647 0.466099 0.000028
8192 1740 950 0 197.312100 0.825600 0.121917 72 10000 0.007200 0.000845 0.459646 0.000029
8192 1740 1050 0 5417.928300 13.941100 0.248707 5404 10000 0.540400 0.004984 0.453083 0.000034
8192 1740 1100 0 5417.932000 13.959900 0.248976 5404 10000 0.540400 0.004984 0.453082 0.000034
8192 1740 1500 0 5423.894000 13.975700 0.248817 5410 10000 0.541000 0.004983 0.453081 0.000034
8192 1794 700 0 44.186400 0.000000 0.000000 0 10000 0.000000 0.000000 0.493309 0.000026
8192 1794 700 150 49.979400 0.039800 0.031863 3 10000 0.000300 0.000173 0.496411 0.000026
8192 1794 900 0 112.300700 0.373700 0.081012 33 10000 0.003300 0.000574 0.459667 0.000028
8192 1794 950 0 211.176400 1.076800 0.151481 81 10000 0.008100 0.000896 0.453359 0.000029
8192 1794 1050 0 5591.088400 16.551800 0.297148 5577 10000 0.557700 0.004967 0.446815 0.000036
8192 1794 1100 0 5598.064900 16.563100 0.297198 5584 10000 0.558400 0.004966 0.446815 0.000036
8192 1794 1500 0 5609.009300 16.616400 0.297877 5595 10000 0.559500 0.004964 0.446811 0.000036
8192 1848 700 0 46.739600 0.000000 0.000000 0 10000 0.000000 0.000000 0.486672 0.000025
8192 1848 700 150 51.830000 0.012100 0.008982 3 10000 0.000300 0.000173 0.489788 0.000026
8192 1848 900 0 148.799200 0.701500 0.119229 66 10000 0.006600 0.000810 0.453437 0.000027
8192 1848 950 0 269.765000 1.686200 0.188910 133 10000 0.013300 0.001146 0.447274 0.000028
8192 1848 1050 0 5828.114000 18.624500 0.319555 5814 10000 0.581400 0.004933 0.440784 0.000035
8192 1848 1100 0 5833.098200 18.645800 0.319742 5819 10000 0.581900 0.004932 0.440783 0.000035
8192 1848 1500 0 5847.006100 18.683000 0.319851 5833 10000 0.583300 0.004930 0.440781 0.000035
8192 1903 700 0 49.522400 0.000000 0.000000 0 10000 0.000000 0.000000 0.480156 0.000025
8192 1903 700 150 54.350200 0.059500 0.050946 3 10000 0.000300 0.000173 0.483291 0.000026
8192 1903 900 0 150.937800 0.892900 0.153513 61 10000 0.006100 0.000779 0.447331 0.000028
8192 1903 950 0 296.909000 2.165200 0.221617 155 10000 0.015500 0.001235 0.441321 0.000029
8192 1903 1050 0 6078.947100 23.027700 0.386468 6065 10000 0.606500 0.004885 0.434755 0.000039
8192 1903 1100 0 6081.936100 23.040300 0.386533 6068 10000 0.606800 0.004885 0.434755 0.000039
8192 1903 1500 0 6091.885900 23.091600 0.386802 6078 10000 0.607800 0.004882 0.434751 0.000039
8192 1957 700 0 52.932500 0.000000 0.000000 0 10000 0.000000 0.000000 0.473924 0.000025
8192 1957 700 150 55.261200 0.011200 0.011199 1 10000 0.000100 0.000100 0.477084 0.000025
8192 1957 900 0 199.517600 1.971900 0.251669 106 10000 0.010600 0.001024 0.441494 0.000027
8192 1957 950 0 370.851600 4.089500 0.336537 222 10000 0.022200 0.001473 0.435624 0.000028
8192 1957 1050 0 6325.848700 27.558600 0.449673 6312 10000 0.631200 0.004825 0.428978 0.000041
8192 1957 1100 0 6327.855900 27.576400 0.449827 6314 10000 0.631400 0.004824 0.428976 0.000041
8192 1957 1500 0 6338.781400 27.614100 0.450110 6325 10000 0.632500 0.004821 0.428974 0.000041
8192 2012 700 0 56.750200 0.000000 0.000000 0 10000 0.000000 0.000000 0.467728 0.000025
8192 2012 700 150 61.975600 0.096200 0.069016 4 10000 0.000400 0.000200 0.470916 0.000025
8192 2012 900 0 201.317400 1.757300 0.246353 101 10000 0.010100 0.001000 0.435684 0.000027
8192 2012 950 0 403.788100 5.076400 0.414111 247 10000 0.024700 0.001552 0.429954 0.000028
8192 2012 1050 0 6607.518600 34.266000 0.561840 6594 10000 0.659400 0.004739 0.423093 0.000046
8192 2012 1100 0 6613.483600 34.314900 0.562392 6600 10000 0.660000 0.004737 0.423090 0.000046
8192 2012 1500 0 6622.433400 34.394100 0.562798 6609 10000 0.660900 0.004734 0.423085 0.000046
8192 2066 700 0 61.212500 0.000000 0.000000 0 10000 0.000000 0.000000 0.461829 0.000024
8192 2066 700 150 65.388800 0.172000 0.110743 4 10000 0.000400 0.000200 0.465033 0.000025
8192 2066 900 0 230.393000 3.101700 0.350316 123 10000 0.012300 0.001102 0.430140 0.000027
8192 2066 950 0 488.116400 9.120000 0.634447 324 10000 0.032400 0.001771 0.424529 0.000028
8192 2066 1050 0 6843.417400 42.652700 0.680745 6830 10000 0.683000 0.004653 0.417365 0.000051
8192 2066 1100 0 6847.405800 42.723300 0.682397 6834 10000 0.683400 0.004651 0.417361 0.000052
8192 2066 1500 0 6859.342700 42.771800 0.682418 6846 10000 0.684600 0.004647 0.417358 0.000052
8192 2120 700 0 66.168400 0.000000 0.000000 0 10000 0.000000 0.000000 0.456122 0.000024
8192 2120 700 150 69.634200 0.328900 0.182516 4 10000 0.000400 0.000200 0.459337 0.000024
8192 2120 900 0 285.308300 4.958400 0.491369 166 10000 0.016600 0.001278 0.424815 0.000026
8192 2120 950 0 593.026700 12.907600 0.800201 419 10000 0.041900 0.002004 0.419323 0.000027
8192 2120 1050 0 7078.162700 51.498600 0.833462 7065 10000 0.706500 0.004554 0.411822 0.000059
8192 2120 1100 0 7084.130600 51.554900 0.834113 7071 10000 0.707100 0.004551 0.411819 0.000059
8192 2120 1500 0 7092.094200 51.568100 0.833817 7079 10000 0.707900 0.004547 0.411818 0.000059
8192 2175 700 0 72.327400 0.000000 0.000000 0 10000 0.000000 0.000000 0.450451 0.000024
8192 2175 700 150 76.942200 0.588000 0.278819 6 10000 0.000600 0.000245 0.453670 0.000024
8192 2175 900 0 326.148400 8.067600 0.736642 195 10000 0.019500 0.001383 0.419503 0.000026
8192 2175 950 0 701.804600 20.070500 1.085137 518 10000 0.051800 0.002216 0.414131 0.000028
8192 2175 1050 0 7306.006400 65.253800 0.992652 7293 10000 0.729300 0.004443 0.406044 0.000067
8192 2175 1100 0 7308.996800 65.267000 0.992551 7296 10000 0.729600 0.004442 0.406043 0.000067
8192 2175 1500 0 7318.952100 65.348200 0.992356 7306 10000 0.730600 0.004436 0.406038 0.000067
8192 2200 2500 150 7352.978600 70.055000 1.088400 7340 10000 0.734000 0.004419 0.403537 0.000072
8192 2229 700 0 79.397900 0.000000 0.000000 0 10000 0.000000 0.000000 0.445044 0.000024
8192 2229 700 150 82.104200 0.154100 0.088999 5 10000 0.000500 0.000224 0.448278 0.000024
8192 2229 900 0 421.658400 13.039000 0.952183 273 10000 0.027300 0.001630 0.414434 0.000026
8192 2229 950 0 915.751400 33.176100 1.510110 721 10000 0.072100 0.002587 0.409135 0.000029
8192 2229 1050 0 7530.751900 83.527200 1.287492 7518 10000 0.751800 0.004320 0.400195 0.000083
8192 2229 1100 0 7535.733200 83.662600 1.290836 7523 10000 0.752300 0.004317 0.400187 0.000084
8192 2229 1500 0 7535.885100 83.419100 1.284755 7523 10000 0.752300 0.004317 0.400201 0.000083
8192 2283 700 0 88.052000 0.000000 0.000000 0 10000 0.000000 0.000000 0.439786 0.000024
8192 2283 700 150 88.973700 0.352200 0.199925 5 10000 0.000500 0.000224 0.443041 0.000024
8192 2283 900 0 520.644600 21.447400 1.340823 354 10000 0.035400 0.001848 0.409496 0.000027
8192 2283 950 0 1238.732000 59.325100 2.180544 1037 10000 0.103700 0.003049 0.404218 0.000032
8192 2283 1050 0 7845.886100 109.784200 1.648235 7834 10000 0.783400 0.004119 0.394042 0.000104
8192 2283 1100 0 7853.857600 109.895900 1.649727 7842 10000 0.784200 0.004114 0.394035 0.000104
8192 2283 1500 0 7863.791600 109.929500 1.648467 7852 10000 0.785200 0.004107 0.394033 0.000104
8192 2338 700 0 98.212200 0.000000 0.000000 0 10000 0.000000 0.000000 0.434602 0.000024
8192 2338 700 150 94.420600 0.220300 0.207696 2 10000 0.000200 0.000141 0.437858 0.000024
8192 2338 900 0 749.590600 42.392400 2.073349 565 10000 0.056500 0.002309 0.404598 0.000028
8192 2338 950 0 1515.674800 90.405900 2.984664 1301 10000 0.130100 0.003364 0.399305 0.000037
8192 2338 1050 0 8160.035900 145.580400 2.077827 8149 10000 0.814900 0.003884 0.387413 0.000128
8192 2338 1100 0 8161.039600 145.622800 2.078616 8150 10000 0.815000 0.003883 0.387411 0.000128
8192 2338 1500 0 8166.021100 145.525700 2.075048 8155 10000 0.815500 0.003879 0.387417 0.000128
8192 2392 700 0 112.291000 0.000000 0.000000 0 10000 0.000000 0.000000 0.429587 0.000023
8192 2392 700 150 117.399400 2.161100 0.664171 14 10000 0.001400 0.000374 0.432843 0.000024
8192 2392 900 0 1022.526200 72.953300 2.881488 802 10000 0.080200 0.002716 0.399796 0.000030
8192 2392 950 0 2026.985400 151.287200 4.116330 1793 10000 0.179300 0.003836 0.394319 0.000048
